Survived,SibSp,Parch,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Age_scaled,Fare_scaled
1,0,0,1,0,1,0,0,1,0,1,0,0,-0.07842798061616464,1.5841789061771412
1,1,0,0,1,1,0,0,1,0,1,0,0,-0.928427216516748,1.5442457810799908
0,1,0,1,0,1,0,0,0,1,0,1,0,0.025895336060294823,-0.16518916106092355
1,0,0,0,1,1,0,0,1,0,1,0,0,0.025895336060294823,0.49782998024351216
1,0,0,0,1,1,0,0,1,0,1,0,0,-0.4145612266675711,1.0259447039291216
1,2,2,0,1,1,0,0,1,0,1,0,0,-0.855017789395437,4.634416897040849
0,1,1,1,0,0,0,1,1,0,0,1,0,-0.26774237242494914,-0.12491978668775715
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.4894421904510968
0,1,1,1,0,0,0,1,0,1,0,1,0,0.9802178886373377,-0.11988611489111134
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.26774237242494914,-0.4902797934380587
1,1,0,1,0,0,0,1,1,0,0,1,0,-0.4145612266675711,-0.12491978668775715
0,0,0,1,0,0,0,1,0,1,0,1,0,1.7877215869717586,-0.36653603292675563
1,0,2,0,1,0,0,1,1,0,1,0,0,0.09930476318160582,2.671117778445337
1,1,1,0,1,1,0,0,1,0,1,0,0,0.7599896072734047,2.059693773056521
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613800809101931,-0.5024451714361923
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.19433294530363815,-0.4894421904510968
1,0,0,1,0,0,1,0,1,0,0,1,0,0.025895336060294823,-0.3997582667846179
1,1,1,1,0,0,0,1,1,0,0,1,0,-0.5613800809101931,-0.06451572512800753
0,8,2,1,0,0,0,1,0,1,0,0,1,-1.3784367714061623,0.7519458402879414
1,0,0,0,1,1,0,0,1,0,1,0,0,0.46635189878816075,2.0825124140450755
0,0,0,1,0,0,0,1,0,1,0,0,1,2.3015875768209355,-0.5228315422126077
1,0,0,0,1,0,0,1,1,0,0,1,0,0.46635189878816075,-0.3866707201133388
1,1,1,1,0,0,0,1,1,0,0,0,1,0.09930476318160582,-0.2351571990343002
1,0,1,0,1,1,0,0,1,0,1,0,0,-1.001836643638059,0.5189714017894245
1,2,0,1,0,0,1,0,1,0,0,0,1,-0.4649433399913791,-0.18029017645086096
0,0,0,0,1,0,0,1,0,1,1,0,0,1.1637414564406152,-0.07458306872129913
0,0,1,0,1,0,0,1,0,1,1,0,0,0.6131707530307827,2.441497778832105
0,2,0,1,0,0,0,1,0,1,0,0,1,-1.001836643638059,-0.2859972841804228
1,1,0,1,0,0,0,1,1,0,1,0,0,0.13056821852426245,2.042579288947925
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711029,-0.4894421904510968
0,1,0,0,1,0,0,1,0,1,1,0,0,-0.047514091061016166,0.6925485130875209
1,0,0,0,1,1,0,0,1,0,1,0,0,0.8333990343947157,2.059693773056521
1,0,0,1,0,0,0,1,0,1,0,0,1,1.1270367428799597,-0.4863374216869257
0,0,0,0,1,0,0,1,0,1,1,0,0,1.1270367428799597,0.06635974158478332
1,1,1,0,1,0,0,1,0,1,0,1,0,-2.029568623336413,-0.12491978668775715
1,3,2,0,1,0,0,1,1,0,1,0,0,-0.4145612266675711,4.647001076532463
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.12092351818232715,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.3411517995462601,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,1,0,0.46635189878816075,-0.3866707201133388
1,0,0,0,1,0,0,1,1,0,0,1,0,-0.4145612266675711,-0.3866707201133388
1,0,0,1,0,0,0,1,1,0,0,1,0,0.7599896072734047,-0.3866707201133388
1,1,0,1,0,0,0,1,1,0,0,0,1,-0.21715090849733476,-0.32425318983493084
1,1,1,1,0,0,0,1,0,1,0,0,1,-1.956159196215102,-0.32828012727224753
0,0,0,1,0,0,0,1,0,1,0,0,1,0.9068084615160267,-0.47400492578514347
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4879706537888821,-0.4626791642426904
0,0,0,0,1,0,0,1,0,1,1,0,0,2.2259145321443947,0.05629239799149171
0,1,1,1,0,1,0,0,0,1,0,0,1,-1.07524607075937,-0.5028639729296732
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.29002422161773944
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.009472948449594893,-0.5029485386158568
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.45714212526638004
1,0,1,0,1,0,0,1,1,0,1,0,0,-0.5613800809101931,0.4589861417231558
0,0,0,1,0,0,0,1,1,0,0,1,0,0.6131707530307827,-0.3866707201133388
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.5334761858066933,-0.48977642625839407
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.5334761858066933,-0.48977642625839407
0,1,4,1,0,0,0,1,0,1,0,0,1,0.7599896072734047,-0.08666388103324908
0,1,0,1,0,1,0,0,0,1,0,1,0,-0.047514091061016166,-0.09027201697708476
0,0,1,1,0,1,0,0,1,0,0,0,1,1.1270367428799597,-0.3573908580066095
0,0,0,1,0,0,0,1,0,1,0,0,1,0.39294247166684976,-0.5064721088735089
0,1,0,1,0,0,1,0,0,1,0,0,1,0.25559235833429905,-0.3363340021468808
0,0,0,1,0,0,0,1,0,1,0,0,1,0.025895336060294823,-0.5024451714361923
1,1,0,0,1,1,0,0,1,0,1,0,0,2.2281781496996245,0.8667135572514657
1,0,0,1,0,1,0,0,1,0,0,0,1,-0.4970508961965139,-0.5028639729296732
1,0,0,1,0,0,1,0,1,0,0,0,1,0.4146587639867299,-0.49237782784290063
1,0,0,0,1,1,0,0,1,0,1,0,0,-0.4145612266675711,0.7469121684912956
1,1,0,0,1,1,0,0,0,1,1,0,0,-0.3411517995462601,0.4678796330534696
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.855017789395437,-0.5176307525123133
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.4863374216869257
0,0,0,1,0,1,0,0,0,1,1,0,0,-0.5613800809101931,2.0825124140450755
0,3,1,1,0,0,0,1,1,0,0,0,1,-1.956159196215102,-0.22408312108167944
1,1,0,1,0,1,0,0,1,0,1,0,0,0.1686615092688564,1.0060617003323709
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.5613800809101931,-0.5024451714361923
0,0,2,0,1,1,0,0,0,1,1,0,0,-0.19433294530363815,3.610064686423428
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.7081989351528151,-0.5676312212027554
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.4918744606632361
1,0,0,1,0,1,0,0,1,0,1,0,0,0.9068084615160267,3.9327230485884233
1,0,2,1,0,1,0,0,1,0,0,0,1,-2.102978050457724,-0.33146744825388363
0,0,0,1,0,0,0,1,0,1,0,0,1,0.1727141903029168,-0.4888542575852486
1,1,0,1,0,0,0,1,1,0,1,0,0,0.39294247166684976,0.39858208016340624
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711029,-0.4894421904510968
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.855017789395437,0.8314778546749452
0,5,2,1,0,0,0,1,0,1,0,0,1,-2.102978050457724,0.2958951755118318
1,0,0,1,0,0,0,1,1,0,0,1,0,0.46635189878816075,-0.3866707201133388
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7158642648215303,-0.49279662933638163
1,0,0,1,0,1,0,0,1,0,0,1,0,-0.928427216516748,-0.40680540729992204
1,1,2,0,1,0,0,1,0,1,1,0,0,0.46635189878816075,1.7677408088510642
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.634789508031504,-0.49145565916975514
0,2,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.4888542575852486
1,1,0,0,1,1,0,0,1,0,1,0,0,-0.4879706537888821,1.6323350375212924
1,0,2,0,1,0,0,1,1,0,0,0,1,-0.4145612266675711,-0.312172377522981
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613800809101931,-0.49145565916975514
0,0,0,1,0,0,0,1,1,0,0,0,1,0.09930476318160582,-0.4902797934380587
0,0,0,1,0,0,0,1,0,1,0,1,0,1.2004461700012707,-0.12491978668775715
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4879706537888821,-0.43700743807979686
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.12092351818232715,-0.393717860628643
1,0,0,1,0,0,0,1,0,1,0,0,1,0.6865801801520938,-0.4888542575852486
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26774237242494914,-0.4863374216869257
0,1,0,1,0,0,0,1,1,0,0,0,1,-0.634789508031504,-0.4505983519307405
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.32928686163157667
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.7081989351528151,-0.47400492578514347
0,1,0,1,0,0,0,1,0,1,0,1,0,0.31953304454553877,-0.22559322262067316
0,0,0,1,0,0,0,1,0,1,0,0,1,1.5674933056078255,-0.49237782784290063
1,1,1,1,0,0,0,1,0,1,0,1,0,-1.956159196215102,-0.2708962687904854
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634789508031504,-0.4918744606632361
0,3,1,1,0,0,0,1,1,0,0,0,1,-1.6397978167207696,-0.13565761536436197
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711029,-0.4894421904510968
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.6581840000528765,-0.5103319284071769
1,1,0,0,1,0,1,0,1,0,1,0,0,0.24612361742422778,1.163700193253568
0,0,0,1,0,0,0,1,0,1,0,1,0,0.39674636968978044,-0.6484216535389205
1,0,0,1,0,0,0,1,0,1,0,0,1,1.0536273157586487,-0.4888542575852486
0,0,0,1,0,0,0,1,1,0,0,0,1,0.07770233463071136,-0.4863374216869257
1,1,1,1,0,0,0,1,1,0,0,1,0,0.31953304454553877,0.005955680025033696
1,0,2,1,0,0,0,1,1,0,0,1,0,-0.855017789395437,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,1,0,0.025895336060294823,-0.3866707201133388
0,0,2,1,0,0,0,1,1,0,0,0,1,-1.4422932063659248,-0.1621689579829361
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.12479908351711029,-0.4894421904510968
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.634789508031504,-0.49271407711891657
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.047514091061016166,-0.4898609919445778
0,1,1,1,0,0,0,1,1,0,0,0,1,-0.12092351818232715,-0.35848215805212236
0,1,1,1,0,0,0,1,0,1,0,0,1,-0.855017789395437,-0.2414492887801075
0,0,0,1,0,0,0,1,0,1,0,0,1,0.009950524380384193,-0.5024451714361923
1,1,0,1,0,0,0,1,1,0,0,1,0,-0.12092351818232715,-0.12491978668775715
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.781608362274126,-0.12491978668775715
0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146587639867299,-0.49237782784290063
1,0,0,0,1,0,0,1,0,1,0,0,1,0.1727141903029168,-0.4863374216869257
1,0,0,0,1,0,0,1,0,1,1,0,0,-0.12092351818232715,-0.11384570873513637
1,1,0,1,0,0,0,1,1,0,0,0,1,-0.21715090849733476,-0.32425318983493084
1,1,0,1,0,0,0,1,1,0,0,1,0,0.9068084615160267,-0.12491978668775715
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.928427216516748,-0.5049620073345151
0,1,0,0,1,0,0,1,0,1,1,0,0,1.4940838784865147,0.4771073601910807
1,1,2,0,1,0,0,1,1,0,1,0,0,-1.1486554978806809,1.7677408088510642
0,2,2,1,0,0,0,1,1,0,0,0,1,-0.634789508031504,0.04370821849987721
1,2,3,1,0,0,0,1,1,0,0,1,0,-0.4145612266675711,-0.2708962687904854
0,1,4,0,1,0,0,1,0,1,1,0,0,2.5218158581848686,4.647001076532463
0,0,0,1,0,0,0,1,0,1,0,1,0,0.09930476318160582,-0.43700743807979686
1,1,1,1,0,0,0,1,1,0,0,1,0,1.1270367428799597,-0.11988611489111134
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081989351528151,-0.45714212526638004
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.4918744606632361
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.12092351818232715,-0.3866707201133388
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.45299602500309943,-0.48507900373776425
1,0,2,0,1,0,0,1,0,1,1,0,0,-1.8827497690937909,0.9997696105865636
1,0,1,1,0,0,0,1,1,0,0,1,0,-1.222064925001992,-0.255795253400548
1,0,0,1,0,0,0,1,0,1,1,0,0,0.31953304454553877,-0.11384570873513637
1,2,1,1,0,1,0,0,1,0,0,0,1,-1.8093403419724798,-0.26066180729354516
1,0,0,0,1,0,0,1,0,1,1,0,0,1.6409027327291366,-0.034313694348132716
0,1,2,1,0,0,0,1,0,1,0,1,0,0.46635189878816075,-0.08968408411123653
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.4065596865035227,-0.2463983948905696
0,0,0,0,1,1,0,0,0,1,1,0,0,0.025895336060294823,-0.08968408411123653
1,1,0,0,1,1,0,0,0,1,1,0,0,1.4206744513652036,1.145663540471827
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07770233463071136,-0.4863374216869257
1,0,0,1,0,1,0,0,0,1,0,0,1,-0.047514091061016166,-0.4894421904510968
0,0,0,0,1,0,0,1,0,1,1,0,0,2.5952252853061797,-0.11384570873513637
1,1,0,0,1,0,0,1,1,0,1,0,0,1.0580332227234028,0.395813560675251
1,0,0,1,0,0,0,1,1,0,0,1,0,1.4940838784865147,-0.43700743807979686
0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146587639867299,-0.49237782784290063
1,0,0,0,1,0,0,1,0,1,1,0,0,1.3472650242438926,-0.11384570873513637
0,0,0,1,0,0,0,1,0,1,0,0,1,0.31953304454553877,-0.4863374216869257
0,0,0,0,1,0,0,1,0,1,1,0,0,1.2738555971225816,0.12676380314453292
0,0,0,1,0,0,0,1,0,1,0,1,0,1.3472650242438926,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07770233463071136,-0.4863374216869257
0,0,0,1,0,0,0,1,0,1,0,0,1,0.6131707530307827,-0.5064721088735089
0,0,0,1,0,0,0,1,0,1,0,1,0,0.39674636968978044,-0.6484216535389205
0,0,0,1,0,0,0,1,0,1,1,0,0,1.9345404412143805,-0.11384570873513637
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7158642648215303,-0.4928811950225652
1,2,1,1,0,1,0,0,1,0,0,0,1,-2.1213304072380517,-0.26066180729354516
0,0,0,1,0,0,0,1,0,1,0,0,1,0.009950524380384193,-0.5024451714361923
0,0,0,1,0,0,0,1,0,1,0,0,1,0.6131707530307827,-0.47400492578514347
1,1,2,1,0,0,0,1,1,0,0,1,0,0.24612361742422778,-0.08968408411123653
1,0,0,0,1,1,0,0,1,0,0,1,0,-0.4879706537888821,-0.3707300882677209
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.5613800809101931,-0.45034666834090825
0,0,0,0,1,0,0,1,0,1,1,0,0,1.1020430760109836,0.39858208016340624
0,1,0,1,0,0,0,1,0,1,0,1,0,0.31953304454553877,-0.22559322262067316
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.047514091061016166,-0.5065566745596926
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613800809101931,-0.4969926981460655
1,0,1,1,0,0,0,1,1,0,0,0,1,-2.029568623336413,-0.4010166847337793
0,5,2,1,0,0,0,1,0,1,0,0,1,-1.5157026334872359,0.2958951755118318
0,0,0,1,0,0,0,1,0,1,0,1,0,0.39674636968978044,-0.6484216535389205
0,0,0,1,0,0,0,1,0,1,0,0,1,1.4940838784865147,-0.4863374216869257
1,0,0,1,0,0,0,1,1,0,0,0,1,2.4484064310635576,-0.455380340137554
1,1,0,0,1,1,0,0,0,1,1,0,0,-0.3411517995462601,1.1854295476653287
0,3,1,1,0,0,0,1,1,0,0,0,1,-1.6397978167207696,-0.13565761536436197
1,1,0,0,1,0,0,1,1,0,1,0,0,0.39294247166684976,1.163700193253568
0,0,0,0,1,1,0,0,0,1,1,0,0,2.0813592954570024,-0.05042144409739929
0,0,0,1,0,0,0,1,0,1,0,0,1,0.025895336060294823,-0.4863374216869257
1,1,1,1,0,0,0,1,0,1,0,0,1,-1.5157026334872359,-0.32828012727224753
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.4065596865035227,-0.2463983948905696
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634789508031504,-0.5024451714361923
0,0,0,0,1,0,0,1,0,1,1,0,0,1.8611310140930695,-0.034313694348132716
0,0,0,1,0,1,0,0,0,1,1,0,0,3.0356818480340455,0.3483299278831318
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634789508031504,-0.4863374216869257
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.8407180116916299,-0.3573083057891445
1,1,0,0,1,1,0,0,1,0,1,0,0,1.7877215869717586,0.9274538680872313
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.28569279074374376,-0.3443878770215141
0,1,2,0,1,0,0,1,1,0,1,0,0,-0.3411517995462601,2.4029901895877646
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4145612266675711,-0.49145565916975514
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.928427216516748,-0.47400492578514347
0,0,0,1,0,0,1,0,1,0,0,0,1,-0.634789508031504,-0.49237782784290063
0,0,0,1,0,0,1,0,1,0,0,0,1,-0.20749284700517648,-0.4948100980550399
0,0,0,1,0,0,0,1,1,0,0,0,1,0.5397613259094718,-0.455380340137554
1,0,0,0,1,0,0,1,1,0,1,0,0,-1.001836643638059,1.093228788100527
0,1,0,0,1,1,0,0,0,1,1,0,0,-0.855017789395437,1.5442457810799908
1,0,2,1,0,0,0,1,1,0,0,1,0,0.24612361742422778,-0.12491978668775715
1,0,0,1,0,0,0,1,0,1,1,0,0,1.48669957293796,-0.11384570873513637
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.1948878246611338
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.26774237242494914,0.48910360681684706
1,0,0,1,0,0,1,0,0,1,0,0,1,-0.047514091061016166,-0.49237782784290063
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07770233463071136,-0.4863374216869257
1,0,0,0,1,0,0,1,0,1,1,0,0,0.46635189878816075,-0.11913106412161445
1,1,0,1,0,1,0,0,1,0,1,0,0,1.7877215869717586,0.5475787653441219
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4145612266675711,-0.4974960653257301
0,0,0,0,1,0,0,1,0,1,1,0,0,1.2738555971225816,0.036576512298389464
1,0,0,0,1,0,0,1,1,0,0,1,0,0.31953304454553877,-0.43700743807979686
0,0,0,1,0,0,1,0,0,1,0,0,1,0.3322878305503287,-0.1621689579829361
1,1,0,1,0,0,0,1,1,0,0,1,0,0.46635189878816075,-0.12491978668775715
0,0,0,1,0,0,0,1,0,1,0,0,1,0.1727141903029168,-0.4894421904510968
1,0,0,0,1,0,0,1,1,0,1,0,0,0.025895336060294823,1.2341715984066093
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613800809101931,-0.4894421904510968
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.009472948449594893,-0.5029485386158568
1,0,1,0,1,1,0,0,1,0,1,0,0,1.0536273157586487,0.5189714017894245
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4970508961965139,-0.5028639729296732
0,0,0,1,0,0,1,0,0,1,0,0,1,0.7966943208340602,-0.49237782784290063
1,0,0,1,0,0,0,1,1,0,0,1,0,1.4940838784865147,-0.43700743807979686
0,0,0,0,1,0,0,1,0,1,1,0,0,0.6510133127118156,3.817033162951754
0,0,0,1,0,0,0,1,0,1,0,0,1,0.6865801801520938,-0.4888542575852486
0,2,1,1,0,0,0,1,0,1,0,1,0,-0.4879706537888821,-0.41687275089321363
1,1,1,1,0,0,0,1,1,0,0,1,0,-2.029568623336413,-0.12491978668775715
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4970508961965139,-0.5028639729296732
0,1,1,1,0,1,0,0,0,1,0,0,1,-0.928427216516748,-0.5028639729296732
1,0,2,1,0,1,0,0,1,0,0,0,1,-1.5881061329765471,-0.19824427701513722
0,0,0,1,0,0,0,1,1,0,0,0,1,0.025895336060294823,-0.47400492578514347
1,0,2,1,0,0,0,1,1,0,0,1,0,-1.662521487729858,-0.11988611489111134
0,0,0,0,1,0,0,1,0,1,1,0,0,1.1270367428799597,-0.11384570873513637
1,0,0,1,0,1,0,0,1,0,1,0,0,0.025895336060294823,1.4944124302931971
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.39032018849361816,-0.35646868933346404
1,0,2,0,1,1,0,0,1,0,1,0,0,-0.5613800809101931,0.3482453621969482
1,0,2,0,1,0,0,1,1,0,1,0,0,0.46635189878816075,0.7811411367084872
0,4,2,1,0,0,0,1,1,0,0,0,1,-1.5157026334872359,-0.01870931177853076
0,4,2,1,0,0,0,1,1,0,0,0,1,-1.368883779244614,-0.01870931177853076
1,1,0,1,0,0,0,1,0,1,0,1,0,0.1727141903029168,-0.12491978668775715
0,1,0,0,1,1,0,0,0,1,1,0,0,1.4940838784865147,1.4944124302931971
0,0,0,1,0,0,0,1,0,1,1,0,0,2.5218158581848686,-0.12491978668775715
1,1,0,1,0,0,0,1,1,0,0,1,0,-0.781608362274126,-0.12491978668775715
1,0,0,1,0,1,0,0,0,1,0,1,0,0.23107646744064916,-0.3693045524149108
0,1,1,1,0,0,0,1,0,1,0,0,1,0.24612361742422778,-0.2351571990343002
1,1,1,1,0,0,0,1,0,1,0,1,0,-1.589112060608547,0.09152810056801232
1,0,2,0,1,1,0,0,0,1,1,0,0,-0.928427216516748,1.5841789061771412
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.19433294530363815,-0.12491978668775715
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.23974218885420048,-0.49078316061772326
1,0,0,1,0,1,0,0,0,1,0,0,1,-0.5613800809101931,-0.5029485386158568
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.5613800809101931,-0.4918744606632361
0,0,0,1,0,0,0,1,0,1,1,0,0,2.3749970039422466,-0.11384570873513637
1,1,0,0,1,1,0,0,1,0,1,0,0,1.3472650242438926,0.1489119590497745
0,0,0,1,0,1,0,0,0,1,1,0,0,0.6510133127118156,3.9327230485884233
1,1,1,0,1,0,0,1,1,0,1,0,0,0.6865801801520938,0.955306180872432
1,1,0,1,0,0,0,1,1,0,0,0,1,0.46635189878816075,-0.29807809649237277
0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146587639867299,-0.49237782784290063
0,0,0,1,0,0,0,1,0,1,0,0,1,0.7599896072734047,-0.4894421904510968
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.12092351818232715,-0.3766033765200472
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07770233463071136,-0.4863374216869257
0,0,0,1,0,0,0,1,1,0,0,0,1,0.07770233463071136,-0.4863374216869257
0,2,0,1,0,0,0,1,0,1,0,0,1,-0.4145612266675711,-0.1621689579829361
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.4894421904510968
0,0,4,1,0,0,0,1,1,0,0,0,1,-0.047514091061016166,-0.22408312108167944
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4970508961965139,-0.5028639729296732
1,0,0,1,0,0,0,1,0,1,0,0,1,0.1727141903029168,-0.4902797934380587
1,0,0,1,0,0,0,1,0,1,0,1,0,2.3749970039422466,-0.43700743807979686
1,2,0,0,1,0,0,1,1,0,1,0,0,1.7143121598504476,0.38809593507663365
1,0,0,0,1,0,0,1,0,1,1,0,0,0.46635189878816075,-0.11711759540295616
1,0,0,1,0,0,1,0,1,0,0,0,1,0.4146587639867299,-0.49237782784290063
0,0,0,1,0,0,0,1,0,1,0,0,1,-1.001836643638059,-0.4863374216869257
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.35646868933346404
1,0,0,1,0,0,0,1,1,0,0,1,0,0.31953304454553877,-0.3866707201133388
1,1,0,0,1,0,0,1,1,0,1,0,0,0.6865801801520938,0.4771073601910807
0,1,0,1,0,1,0,0,1,0,0,0,1,-0.703047962226493,-0.3573083057891445
1,0,0,1,0,0,0,1,0,1,0,0,1,0.1727141903029168,-0.4888542575852486
1,1,1,1,0,0,0,1,1,0,0,1,0,-0.3411517995462601,-0.04438103794142432
1,1,1,0,1,1,0,0,1,0,1,0,0,0.6865801801520938,1.5841789061771412
0,0,0,1,0,0,0,1,0,1,0,1,0,1.7877215869717586,-0.12491978668775715
0,0,0,0,1,1,0,0,0,1,1,0,0,0.46635189878816075,0.15948266982273065
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.04436198901026628,-0.47299819142581434
1,0,2,0,1,0,0,1,1,0,1,0,0,-0.855017789395437,0.955306180872432
0,0,0,1,0,0,0,1,0,1,0,1,0,1.2738555971225816,-0.3464013457401724
1,1,1,0,1,1,0,0,0,1,1,0,0,2.2281781496996245,0.9462455716384695
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613800809101931,-0.4863374216869257
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07770233463071136,-0.4863374216869257
0,0,0,1,0,0,0,1,0,1,0,0,1,0.39294247166684976,-0.5049620073345151
1,1,0,0,1,1,0,0,1,0,1,0,0,1.6409027327291366,0.9274538680872313
0,0,0,1,0,0,0,1,0,1,0,0,1,1.2738555971225816,-0.5024451714361923
0,0,2,1,0,0,1,0,1,0,0,0,1,-0.16082930238324744,-0.49237782784290063
0,1,0,1,0,0,0,1,0,1,0,1,0,0.5397613259094718,-0.12491978668775715
0,1,1,1,0,0,0,1,0,1,0,0,1,0.46635189878816075,-0.1621689579829361
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.38502456649371886,0.016023023618325298
0,0,0,1,0,0,0,1,0,1,0,0,1,1.4206744513652036,-0.6484216535389205
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.009472948449594893,-0.5029485386158568
1,1,0,0,1,1,0,0,0,1,1,0,0,1.4206744513652036,0.49782998024351216
1,2,1,1,0,0,0,1,1,0,0,1,0,-0.4145612266675711,-0.10478509950117394
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711029,-0.4894421904510968
0,0,0,1,0,0,0,1,0,1,1,0,0,0.5776522134633622,0.2052890831722074
0,0,0,1,0,0,0,1,0,1,0,0,1,1.0536273157586487,-0.4863374216869257
1,0,0,1,0,1,0,0,0,1,1,0,0,0.39294247166684976,-0.11384570873513637
0,1,0,1,0,0,0,1,0,1,0,0,1,0.46635189878816075,-0.3353272677875516
0,0,0,1,0,0,0,1,0,1,0,0,1,0.025895336060294823,-0.4894421904510968
1,0,0,1,0,0,0,1,0,1,1,0,0,-0.19433294530363815,-0.034313694348132716
1,1,2,1,0,1,0,0,1,0,0,1,0,-0.5613800809101931,0.18876253192945994
1,0,0,0,1,0,0,1,1,0,1,0,0,0.7599896072734047,2.441497778832105
0,1,5,1,0,0,0,1,1,0,0,0,1,0.6865801801520938,-0.01870931177853076
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.1305594607964421,-0.5064721088735089
1,1,0,1,0,0,1,0,1,0,0,0,1,0.25559235833429905,-0.3363340021468808
0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146587639867299,-0.49237782784290063
