,Survived,SibSp,Parch,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Age_scaled,Fare_scaled,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty
231,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.047514091061016166,-0.4918744606632361,0,0,1,0,0,0
232,0,0,0,1,0,0,0,1,0,1,0,1,0,2.154768722578313,-0.3766033765200472,0,0,1,0,0,0
233,1,4,2,1,0,0,0,1,1,0,0,0,1,-1.80934034197248,-0.01644415947004014,0,1,0,0,0,0
234,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4145612266675711,-0.4370074380797969,0,0,1,0,0,0
235,0,0,0,1,0,0,0,1,1,0,0,0,1,0.1072612089832795,-0.4964047652802173,0,1,0,0,0,0
236,0,1,0,1,0,0,0,1,0,1,0,1,0,1.0536273157586489,-0.12491978668775715,0,0,1,0,0,0
237,1,0,2,1,0,0,0,1,1,0,0,1,0,-1.5891120606085467,-0.11988611489111135,0,1,0,0,0,0
238,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.781608362274126,-0.4370074380797969,0,0,1,0,0,0
239,0,0,0,1,0,0,0,1,0,1,0,1,0,0.24612361742422775,-0.4012683683236117,0,0,1,0,0,0
240,0,1,0,1,0,1,0,0,1,0,0,0,1,-0.6494600788173316,-0.3573908580066095,0,1,0,0,0,0
241,1,1,0,1,0,0,1,0,1,0,0,0,1,0.25559235833429905,-0.3363340021468808,0,1,0,0,0,0
242,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.047514091061016166,-0.4370074380797969,0,0,1,0,0,0
243,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613800809101931,-0.5049620073345151,0,0,1,0,0,0
244,0,0,0,1,0,1,0,0,0,1,0,0,1,0.025895336060294826,-0.5029485386158568,0,0,1,0,0,0
245,0,2,0,0,1,0,1,0,0,1,1,0,0,1.0536273157586489,1.1637001932535678,0,0,0,0,1,0
246,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.3411517995462601,-0.4918744606632361,0,1,0,0,0,0
247,1,0,2,1,0,0,0,1,1,0,0,1,0,-0.4145612266675711,-0.35646868933346404,0,0,0,1,0,0
248,1,1,1,0,1,0,0,1,0,1,1,0,0,0.5397613259094718,0.40974072380221066,0,0,1,0,0,0
249,0,1,0,1,0,0,0,1,0,1,0,1,0,1.7877215869717586,-0.12491978668775715,0,0,0,0,1,0
250,0,0,0,1,0,0,0,1,0,1,0,0,1,0.009950524380384192,-0.5024451714361923,0,0,1,0,0,0
251,0,1,1,0,1,0,0,1,1,0,0,0,1,-0.047514091061016166,-0.43776248884929375,0,0,0,1,0,0
252,0,0,0,0,1,0,0,1,0,1,1,0,0,2.3749970039422466,-0.11384570873513634,0,0,1,0,0,0
253,0,1,0,1,0,0,0,1,0,1,0,0,1,0.025895336060294826,-0.32425318983493084,0,0,1,0,0,0
254,0,0,2,1,0,0,0,1,1,0,0,0,1,0.8333990343947157,-0.2414492887801075,0,0,0,1,0,0
255,1,0,2,1,0,1,0,0,1,0,0,0,1,-0.047514091061016166,-0.3414522396297103,0,0,0,1,0,0
256,1,0,0,1,0,1,0,0,1,0,1,0,0,0.3650678634827883,0.9462455716384696,0,0,0,1,0,0
257,1,0,0,0,1,0,0,1,1,0,1,0,0,0.025895336060294826,1.093228788100527,0,1,0,0,0,0
258,1,0,0,1,0,1,0,0,1,0,1,0,0,0.39294247166684976,9.667166525013505,0,1,0,0,0,0
259,1,0,1,1,0,0,0,1,1,0,0,1,0,1.4940838784865147,-0.12491978668775715,0,0,0,1,0,0
260,0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146587639867299,-0.4923778278429006,0,0,1,0,0,0
261,1,4,2,1,0,0,0,1,0,1,0,0,1,-1.9561591962151017,-0.01644415947004014,1,0,0,0,0,0
262,0,1,1,0,1,0,0,1,0,1,1,0,0,1.6409027327291366,0.955306180872432,0,0,1,0,0,0
263,0,0,0,0,1,0,0,1,0,1,1,0,0,0.7599896072734047,-0.6484216535389205,0,0,1,0,0,0
264,0,0,0,1,0,0,1,0,1,0,0,0,1,0.4146587639867299,-0.4923778278429006,0,1,0,0,0,0
265,0,0,0,1,0,0,0,1,0,1,0,1,0,0.4663518987881608,-0.4370074380797969,0,0,1,0,0,0
266,0,4,1,1,0,0,0,1,0,1,0,0,1,-1.001836643638059,0.1506737441786005,0,0,1,0,0,0
267,1,1,0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.4918744606632361,0,0,1,0,0,0
268,1,0,1,0,1,0,0,1,1,0,1,0,0,2.0813592954570024,2.441497778832105,0,0,0,1,0,0
269,1,0,0,0,1,0,0,1,1,0,1,0,0,0.39294247166684976,2.0825124140450755,0,1,0,0,0,0
270,0,0,0,1,0,0,0,1,0,1,1,0,0,0.5305776754883299,-0.024246350754841117,0,0,1,0,0,0
271,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.6484216535389205,0,0,1,0,0,0
272,1,0,1,1,0,0,0,1,1,0,0,1,0,0.8333990343947157,-0.255795253400548,0,0,0,1,0,0
273,0,0,1,0,1,1,0,0,0,1,1,0,0,0.5397613259094718,-0.050421444097399286,0,0,1,0,0,0
274,1,0,0,1,0,0,1,0,1,0,0,0,1,0.4146587639867299,-0.4923778278429006,0,1,0,0,0,0
275,1,1,0,0,1,0,0,1,1,0,1,0,0,2.4484064310635576,0.9212443305588891,0,1,0,0,0,0
276,0,0,0,1,0,0,0,1,1,0,0,0,1,1.1270367428799597,-0.4923778278429006,0,1,0,0,0,0
277,0,0,0,1,0,0,0,1,0,1,0,1,0,0.3967463696897805,-0.6484216535389205,0,0,1,0,0,0
278,0,4,1,1,0,0,1,0,0,1,0,0,1,-1.6625214877298582,-0.06199888922968463,1,0,0,0,0,0
279,1,1,1,1,0,0,0,1,1,0,0,0,1,0.39294247166684976,-0.24069423801061055,0,0,0,1,0,0
280,0,0,0,1,0,0,1,0,0,1,0,0,1,2.59522528530618,-0.4923778278429006,0,0,1,0,0,0
281,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.4902797934380587,0,0,1,0,0,0
282,0,0,0,1,0,0,0,1,0,1,0,0,1,-1.001836643638059,-0.45714212526638,0,0,1,0,0,0
283,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.4863374216869257,0,0,1,0,0,0
284,0,0,0,0,1,0,0,1,0,1,1,0,0,2.062455799924125,-0.12491978668775715,0,0,1,0,0,0
285,0,0,0,1,0,1,0,0,0,1,0,0,1,0.24612361742422775,-0.4740049257851434,0,0,1,0,0,0
286,1,0,0,1,0,0,0,1,0,1,0,0,1,0.025895336060294826,-0.45714212526638,0,0,1,0,0,0
287,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613800809101931,-0.4894421904510968,0,0,1,0,0,0
288,1,0,0,1,0,0,0,1,0,1,0,1,0,0.9068084615160268,-0.3866707201133388,0,0,1,0,0,0
289,1,0,0,1,0,0,1,0,1,0,0,0,1,-0.5613800809101931,-0.4923778278429006,0,1,0,0,0,0
290,1,0,0,1,0,0,0,1,1,0,1,0,0,-0.26774237242494914,0.9391984311231651,0,1,0,0,0,0
291,1,1,0,0,1,1,0,0,1,0,1,0,0,-0.781608362274126,1.1854295476653287,0,0,0,1,0,0
292,0,0,0,0,1,1,0,0,0,1,0,1,0,0.4663518987881608,-0.3891875560116617,0,0,1,0,0,0
293,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.4145612266675711,-0.4702296719376591,0,1,0,0,0,0
294,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4145612266675711,-0.4894421904510968,0,0,1,0,0,0
295,0,0,0,1,0,1,0,0,0,1,1,0,0,0.8480874149117418,-0.09027201697708476,0,0,1,0,0,0
296,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4512659402282266,-0.5028639729296732,0,0,1,0,0,0
297,0,1,2,0,1,0,0,1,1,0,1,0,0,-2.0295686233364134,2.402990189587765,0,1,0,0,0,0
298,1,0,0,0,1,0,0,1,0,1,1,0,0,0.8756004390300696,-0.034313694348132716,0,0,1,0,0,0
299,1,0,1,0,1,1,0,0,1,0,1,0,0,1.4940838784865147,4.335332226633905,0,0,0,1,0,0
300,1,0,0,1,0,0,1,0,1,0,0,0,1,0.4146587639867299,-0.4923778278429006,0,1,0,0,0,0
301,1,2,0,1,0,0,1,0,0,1,0,0,1,-0.4649433399913791,-0.18029017645086096,0,0,1,0,0,0
302,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.6484216535389205,0,0,1,0,0,0
303,1,0,0,0,1,0,1,0,1,0,0,1,0,0.9489833178973144,-0.3997582667846179,0,1,0,0,0,0
304,0,0,0,1,0,0,0,1,0,1,0,0,1,0.07770233463071136,-0.4863374216869257,0,0,1,0,0,0
305,1,1,2,0,1,0,0,1,0,1,1,0,0,-2.108850804627429,2.402990189587765,1,0,0,0,0,0
306,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.07842798061616464,1.5841789061771412,0,1,0,0,0,0
307,1,1,0,0,1,1,0,0,1,0,1,0,0,-0.9284272165167479,1.5442457810799908,0,0,0,1,0,0
308,0,1,0,1,0,1,0,0,0,1,0,1,0,0.025895336060294826,-0.16518916106092355,0,0,1,0,0,0
309,1,0,0,0,1,1,0,0,1,0,1,0,0,0.025895336060294826,0.4978299802435122,0,1,0,0,0,0
310,1,0,0,0,1,1,0,0,1,0,1,0,0,-0.4145612266675711,1.0259447039291216,0,1,0,0,0,0
311,1,2,2,0,1,1,0,0,1,0,1,0,0,-0.8550177893954369,4.634416897040849,0,1,0,0,0,0
312,0,1,1,1,0,0,0,1,1,0,0,1,0,-0.26774237242494914,-0.12491978668775715,0,0,0,1,0,0
313,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.4894421904510968,0,0,1,0,0,0
314,0,1,1,1,0,0,0,1,0,1,0,1,0,0.9802178886373376,-0.11988611489111135,0,0,1,0,0,0
315,1,0,0,1,0,0,0,1,1,0,0,0,1,-0.26774237242494914,-0.4902797934380587,0,1,0,0,0,0
316,1,1,0,1,0,0,0,1,1,0,0,1,0,-0.4145612266675711,-0.12491978668775715,0,0,0,1,0,0
317,0,0,0,1,0,0,0,1,0,1,0,1,0,1.7877215869717586,-0.3665360329267556,0,0,0,0,1,0
318,1,0,2,0,1,0,0,1,1,0,1,0,0,0.09930476318160583,2.671117778445337,0,1,0,0,0,0
319,1,1,1,0,1,1,0,0,1,0,1,0,0,0.7599896072734047,2.0596937730565212,0,0,0,1,0,0
320,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613800809101931,-0.5024451714361923,0,0,1,0,0,0
321,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.19433294530363812,-0.4894421904510968,0,0,1,0,0,0
322,1,0,0,1,0,0,1,0,1,0,0,1,0,0.025895336060294826,-0.3997582667846179,0,1,0,0,0,0
323,1,1,1,1,0,0,0,1,1,0,0,1,0,-0.5613800809101931,-0.06451572512800753,0,0,0,1,0,0
324,0,8,2,1,0,0,0,1,0,1,0,0,1,-1.3784367714061625,0.7519458402879414,0,0,1,0,0,0
325,1,0,0,0,1,1,0,0,1,0,1,0,0,0.4663518987881608,2.0825124140450755,0,1,0,0,0,0
326,0,0,0,1,0,0,0,1,0,1,0,0,1,2.3015875768209355,-0.5228315422126077,0,0,1,0,0,0
327,1,0,0,0,1,0,0,1,1,0,0,1,0,0.4663518987881608,-0.3866707201133388,0,0,0,1,0,0
328,1,1,1,1,0,0,0,1,1,0,0,0,1,0.09930476318160583,-0.2351571990343002,0,0,0,1,0,0
329,1,0,1,0,1,1,0,0,1,0,1,0,0,-1.001836643638059,0.5189714017894245,0,1,0,0,0,0
330,1,2,0,1,0,0,1,0,1,0,0,0,1,-0.4649433399913791,-0.18029017645086096,0,1,0,0,0,0
331,0,0,0,0,1,0,0,1,0,1,1,0,0,1.1637414564406152,-0.07458306872129912,0,0,1,0,0,0
332,0,0,1,0,1,0,0,1,0,1,1,0,0,0.6131707530307827,2.441497778832105,0,0,1,0,0,0
333,0,2,0,1,0,0,0,1,0,1,0,0,1,-1.001836643638059,-0.2859972841804228,0,0,1,0,0,0
334,1,1,0,1,0,0,0,1,1,0,1,0,0,0.13056821852426245,2.042579288947925,0,0,0,1,0,0
335,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711028,-0.4894421904510968,0,0,1,0,0,0
336,0,1,0,0,1,0,0,1,0,1,1,0,0,-0.047514091061016166,0.6925485130875209,0,0,1,0,0,0
337,1,0,0,0,1,1,0,0,1,0,1,0,0,0.8333990343947157,2.0596937730565212,0,1,0,0,0,0
338,1,0,0,1,0,0,0,1,0,1,0,0,1,1.1270367428799597,-0.4863374216869257,0,0,1,0,0,0
339,0,0,0,0,1,0,0,1,0,1,1,0,0,1.1270367428799597,0.06635974158478332,0,0,1,0,0,0
340,1,1,1,0,1,0,0,1,0,1,0,1,0,-2.0295686233364134,-0.12491978668775715,1,0,0,0,0,0
341,1,3,2,0,1,0,0,1,1,0,1,0,0,-0.4145612266675711,4.6470010765324625,0,1,0,0,0,0
342,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.12092351818232715,-0.3866707201133388,0,0,1,0,0,0
343,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.3411517995462601,-0.3866707201133388,0,0,1,0,0,0
344,0,0,0,1,0,0,0,1,0,1,0,1,0,0.4663518987881608,-0.3866707201133388,0,0,1,0,0,0
345,1,0,0,0,1,0,0,1,1,0,0,1,0,-0.4145612266675711,-0.3866707201133388,0,1,0,0,0,0
346,1,0,0,1,0,0,0,1,1,0,0,1,0,0.7599896072734047,-0.3866707201133388,0,1,0,0,0,0
347,1,1,0,1,0,0,0,1,1,0,0,0,1,-0.2171509084973348,-0.32425318983493084,0,0,0,1,0,0
348,1,1,1,1,0,0,0,1,0,1,0,0,1,-1.9561591962151017,-0.32828012727224753,1,0,0,0,0,0
349,0,0,0,1,0,0,0,1,0,1,0,0,1,0.9068084615160268,-0.4740049257851434,0,0,1,0,0,0
350,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4879706537888821,-0.4626791642426904,0,0,1,0,0,0
351,0,0,0,0,1,0,0,1,0,1,1,0,0,2.2259145321443947,0.05629239799149171,0,0,1,0,0,0
352,0,1,1,1,0,1,0,0,0,1,0,0,1,-1.07524607075937,-0.5028639729296732,0,0,1,0,0,0
353,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.29002422161773944,0,0,1,0,0,0
354,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.009472948449594893,-0.5029485386158568,0,0,1,0,0,0
355,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.45714212526638,0,0,1,0,0,0
356,1,0,1,0,1,0,0,1,1,0,1,0,0,-0.5613800809101931,0.4589861417231558,0,1,0,0,0,0
357,0,0,0,1,0,0,0,1,1,0,0,1,0,0.6131707530307827,-0.3866707201133388,0,1,0,0,0,0
358,1,0,0,1,0,0,1,0,1,0,0,0,1,-0.5334761858066933,-0.4897764262583941,0,1,0,0,0,0
359,1,0,0,1,0,0,1,0,1,0,0,0,1,-0.5334761858066933,-0.4897764262583941,0,1,0,0,0,0
360,0,1,4,1,0,0,0,1,0,1,0,0,1,0.7599896072734047,-0.08666388103324907,0,0,1,0,0,0
361,0,1,0,1,0,1,0,0,0,1,0,1,0,-0.047514091061016166,-0.09027201697708476,0,0,1,0,0,0
362,0,0,1,1,0,1,0,0,1,0,0,0,1,1.1270367428799597,-0.3573908580066095,0,0,0,1,0,0
363,0,0,0,1,0,0,0,1,0,1,0,0,1,0.39294247166684976,-0.5064721088735089,0,0,1,0,0,0
364,0,1,0,1,0,0,1,0,0,1,0,0,1,0.25559235833429905,-0.3363340021468808,0,0,1,0,0,0
365,0,0,0,1,0,0,0,1,0,1,0,0,1,0.025895336060294826,-0.5024451714361923,0,0,1,0,0,0
366,1,1,0,0,1,1,0,0,1,0,1,0,0,2.2281781496996245,0.8667135572514657,0,0,0,1,0,0
367,1,0,0,1,0,1,0,0,1,0,0,0,1,-0.4970508961965139,-0.5028639729296732,0,0,0,1,0,0
368,1,0,0,1,0,0,1,0,1,0,0,0,1,0.4146587639867299,-0.4923778278429006,0,1,0,0,0,0
369,1,0,0,0,1,1,0,0,1,0,1,0,0,-0.4145612266675711,0.7469121684912956,0,0,0,1,0,0
370,1,1,0,0,1,1,0,0,0,1,1,0,0,-0.3411517995462601,0.4678796330534696,0,0,1,0,0,0
371,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.8550177893954369,-0.5176307525123133,0,0,1,0,0,0
372,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.4863374216869257,0,0,1,0,0,0
373,0,0,0,1,0,1,0,0,0,1,1,0,0,-0.5613800809101931,2.0825124140450755,0,0,1,0,0,0
374,0,3,1,1,0,0,0,1,1,0,0,0,1,-1.9561591962151017,-0.22408312108167944,0,1,0,0,0,0
375,1,1,0,1,0,1,0,0,1,0,1,0,0,0.1686615092688564,1.0060617003323709,0,0,0,1,0,0
376,1,0,0,1,0,0,0,1,1,0,0,0,1,-0.5613800809101931,-0.5024451714361923,0,1,0,0,0,0
377,0,0,2,0,1,1,0,0,0,1,1,0,0,-0.19433294530363812,3.6100646864234283,0,0,1,0,0,0
378,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.7081989351528151,-0.5676312212027554,0,0,1,0,0,0
379,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781608362274126,-0.4918744606632361,0,0,1,0,0,0
380,1,0,0,1,0,1,0,0,1,0,1,0,0,0.9068084615160268,3.9327230485884233,0,1,0,0,0,0
381,1,0,2,1,0,1,0,0,1,0,0,0,1,-2.102978050457724,-0.33146744825388363,0,1,0,0,0,0
382,0,0,0,1,0,0,0,1,0,1,0,0,1,0.1727141903029168,-0.4888542575852486,0,0,1,0,0,0
383,1,1,0,1,0,0,0,1,1,0,1,0,0,0.39294247166684976,0.39858208016340624,0,0,0,1,0,0
384,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711028,-0.4894421904510968,0,0,1,0,0,0
385,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.8550177893954369,0.8314778546749452,0,0,1,0,0,0
386,0,5,2,1,0,0,0,1,0,1,0,0,1,-2.102978050457724,0.2958951755118318,1,0,0,0,0,0
387,1,0,0,1,0,0,0,1,1,0,0,1,0,0.4663518987881608,-0.3866707201133388,0,1,0,0,0,0
388,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7158642648215303,-0.4927966293363816,0,0,1,0,0,0
389,1,0,0,1,0,1,0,0,1,0,0,1,0,-0.9284272165167479,-0.4068054072999221,0,1,0,0,0,0
390,1,1,2,0,1,0,0,1,0,1,1,0,0,0.4663518987881608,1.7677408088510642,0,0,1,0,0,0
391,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.634789508031504,-0.4914556591697552,0,0,1,0,0,0
392,0,2,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.4888542575852486,0,0,1,0,0,0
393,1,1,0,0,1,1,0,0,1,0,1,0,0,-0.4879706537888821,1.6323350375212924,0,1,0,0,0,0
394,1,0,2,0,1,0,0,1,1,0,0,0,1,-0.4145612266675711,-0.312172377522981,0,0,0,1,0,0
395,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613800809101931,-0.4914556591697552,0,0,1,0,0,0
396,0,0,0,1,0,0,0,1,1,0,0,0,1,0.09930476318160583,-0.4902797934380587,0,1,0,0,0,0
397,0,0,0,1,0,0,0,1,0,1,0,1,0,1.2004461700012707,-0.12491978668775715,0,0,1,0,0,0
398,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4879706537888821,-0.4370074380797969,0,0,0,0,1,0
399,1,0,0,1,0,0,0,1,1,0,0,1,0,-0.12092351818232715,-0.39371786062864295,0,0,0,1,0,0
400,1,0,0,1,0,0,0,1,0,1,0,0,1,0.6865801801520938,-0.4888542575852486,0,0,1,0,0,0
401,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26774237242494914,-0.4863374216869257,0,0,1,0,0,0
402,0,1,0,1,0,0,0,1,1,0,0,0,1,-0.634789508031504,-0.4505983519307405,0,1,0,0,0,0
403,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.3292868616315767,0,0,1,0,0,0
404,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.7081989351528151,-0.4740049257851434,0,1,0,0,0,0
405,0,1,0,1,0,0,0,1,0,1,0,1,0,0.3195330445455388,-0.2255932226206732,0,0,1,0,0,0
406,0,0,0,1,0,0,0,1,0,1,0,0,1,1.5674933056078255,-0.4923778278429006,0,0,1,0,0,0
407,1,1,1,1,0,0,0,1,0,1,0,1,0,-1.9561591962151017,-0.2708962687904854,1,0,0,0,0,0
408,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634789508031504,-0.4918744606632361,0,0,1,0,0,0
409,0,3,1,1,0,0,0,1,1,0,0,0,1,-1.6397978167207696,-0.13565761536436194,0,1,0,0,0,0
410,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12479908351711028,-0.4894421904510968,0,0,1,0,0,0
411,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.6581840000528765,-0.5103319284071769,0,0,1,0,0,0
412,1,1,0,0,1,0,1,0,1,0,1,0,0,0.24612361742422775,1.1637001932535678,0,1,0,0,0,0
413,0,0,0,1,0,0,0,1,0,1,0,1,0,0.3967463696897805,-0.6484216535389205,0,0,1,0,0,0
414,1,0,0,1,0,0,0,1,0,1,0,0,1,1.0536273157586489,-0.4888542575852486,0,0,1,0,0,0
415,0,0,0,1,0,0,0,1,1,0,0,0,1,0.07770233463071136,-0.4863374216869257,0,0,0,1,0,0
416,1,1,1,1,0,0,0,1,1,0,0,1,0,0.3195330445455388,0.005955680025033696,0,0,0,1,0,0
417,1,0,2,1,0,0,0,1,1,0,0,1,0,-0.8550177893954369,-0.3866707201133388,0,1,0,0,0,0
418,0,0,0,1,0,0,0,1,0,1,0,1,0,0.025895336060294826,-0.3866707201133388,0,0,1,0,0,0
419,0,0,2,1,0,0,0,1,1,0,0,0,1,-1.4422932063659248,-0.1621689579829361,0,1,0,0,0,0
420,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.12479908351711028,-0.4894421904510968,0,0,1,0,0,0
421,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.634789508031504,-0.4927140771189166,0,0,1,0,0,0
422,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.047514091061016166,-0.4898609919445778,0,0,1,0,0,0
423,0,1,1,1,0,0,0,1,1,0,0,0,1,-0.12092351818232715,-0.3584821580521224,0,0,0,1,0,0
424,0,1,1,1,0,0,0,1,0,1,0,0,1,-0.8550177893954369,-0.2414492887801075,0,0,1,0,0,0
425,0,0,0,1,0,0,0,1,0,1,0,0,1,0.009950524380384192,-0.5024451714361923,0,0,1,0,0,0
426,1,1,0,1,0,0,0,1,1,0,0,1,0,-0.12092351818232715,-0.12491978668775715,0,0,0,1,0,0
427,1,0,0,1,0,0,0,1,1,0,0,1,0,-0.781608362274126,-0.12491978668775715,0,1,0,0,0,0
428,0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146587639867299,-0.4923778278429006,0,0,1,0,0,0
429,1,0,0,0,1,0,0,1,0,1,0,0,1,0.1727141903029168,-0.4863374216869257,0,0,1,0,0,0
430,1,0,0,0,1,0,0,1,0,1,1,0,0,-0.12092351818232715,-0.11384570873513634,0,0,1,0,0,0
431,1,1,0,1,0,0,0,1,1,0,0,0,1,-0.2171509084973348,-0.32425318983493084,0,0,0,1,0,0
432,1,1,0,1,0,0,0,1,1,0,0,1,0,0.9068084615160268,-0.12491978668775715,0,0,0,1,0,0
433,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.9284272165167479,-0.5049620073345151,0,0,1,0,0,0
434,0,1,0,0,1,0,0,1,0,1,1,0,0,1.4940838784865147,0.4771073601910807,0,0,1,0,0,0
435,1,1,2,0,1,0,0,1,1,0,1,0,0,-1.1486554978806809,1.7677408088510642,0,1,0,0,0,0
436,0,2,2,1,0,0,0,1,1,0,0,0,1,-0.634789508031504,0.04370821849987721,0,1,0,0,0,0
437,1,2,3,1,0,0,0,1,1,0,0,1,0,-0.4145612266675711,-0.2708962687904854,0,0,0,1,0,0
438,0,1,4,0,1,0,0,1,0,1,1,0,0,2.5218158581848686,4.6470010765324625,0,0,1,0,0,0
439,0,0,0,1,0,0,0,1,0,1,0,1,0,0.09930476318160583,-0.4370074380797969,0,0,1,0,0,0
440,1,1,1,1,0,0,0,1,1,0,0,1,0,1.1270367428799597,-0.11988611489111135,0,0,0,1,0,0
441,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081989351528151,-0.45714212526638,0,0,1,0,0,0
442,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.4918744606632361,0,0,1,0,0,0
443,1,0,0,1,0,0,0,1,1,0,0,1,0,-0.12092351818232715,-0.3866707201133388,0,0,0,1,0,0
444,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.4529960250030994,-0.4850790037377642,0,0,1,0,0,0
445,1,0,2,0,1,0,0,1,0,1,1,0,0,-1.8827497690937909,0.9997696105865636,1,0,0,0,0,0
446,1,0,1,1,0,0,0,1,1,0,0,1,0,-1.222064925001992,-0.255795253400548,0,1,0,0,0,0
447,1,0,0,1,0,0,0,1,0,1,1,0,0,0.3195330445455388,-0.11384570873513634,0,0,1,0,0,0
448,1,2,1,1,0,1,0,0,1,0,0,0,1,-1.80934034197248,-0.2606618072935452,0,1,0,0,0,0
449,1,0,0,0,1,0,0,1,0,1,1,0,0,1.6409027327291366,-0.034313694348132716,0,0,0,0,1,0
450,0,1,2,1,0,0,0,1,0,1,0,1,0,0.4663518987881608,-0.08968408411123653,0,0,1,0,0,0
451,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.4065596865035227,-0.2463983948905696,0,0,1,0,0,0
452,0,0,0,0,1,1,0,0,0,1,1,0,0,0.025895336060294826,-0.08968408411123653,0,0,1,0,0,0
453,1,1,0,0,1,1,0,0,0,1,1,0,0,1.4206744513652036,1.1456635404718272,0,0,1,0,0,0
454,0,0,0,1,0,0,0,1,0,1,0,0,1,0.07770233463071136,-0.4863374216869257,0,0,1,0,0,0
455,1,0,0,1,0,1,0,0,0,1,0,0,1,-0.047514091061016166,-0.4894421904510968,0,0,1,0,0,0
456,0,0,0,0,1,0,0,1,0,1,1,0,0,2.59522528530618,-0.11384570873513634,0,0,1,0,0,0
457,1,1,0,0,1,0,0,1,1,0,1,0,0,1.0580332227234028,0.39581356067525103,0,0,0,1,0,0
458,1,0,0,1,0,0,0,1,1,0,0,1,0,1.4940838784865147,-0.4370074380797969,0,1,0,0,0,0
459,0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146587639867299,-0.4923778278429006,0,0,1,0,0,0
460,1,0,0,0,1,0,0,1,0,1,1,0,0,1.3472650242438926,-0.11384570873513634,0,0,1,0,0,0
461,0,0,0,1,0,0,0,1,0,1,0,0,1,0.3195330445455388,-0.4863374216869257,0,0,1,0,0,0
462,0,0,0,0,1,0,0,1,0,1,1,0,0,1.2738555971225816,0.12676380314453292,0,0,1,0,0,0
463,0,0,0,1,0,0,0,1,0,1,0,1,0,1.3472650242438926,-0.3866707201133388,0,0,1,0,0,0
464,0,0,0,1,0,0,0,1,0,1,0,0,1,0.07770233463071136,-0.4863374216869257,0,0,1,0,0,0
